time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452500000	4.3981	18.7075	4.92763	3.81351	0.455862	lidar	1.08354	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.21043	18.5659	4.90436	3.82509	0.432487	radar	1.39374	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.07634	18.4087	4.84867	3.86023	0.449597	lidar	2.22262	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.89765	18.2358	4.88347	3.90299	0.496358	radar	7.06882	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65289	18.0959	4.93652	3.89904	0.461727	lidar	2.59344	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48404	17.9447	4.89975	3.90927	0.435135	radar	3.38648	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26463	17.7787	4.94027	3.91641	0.417042	lidar	1.17389	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08991	17.595	4.96447	3.9498	0.445234	radar	2.4584	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.9062	17.4773	4.93721	3.948	0.418614	lidar	6.07577	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76791	17.2606	4.9575	4.00222	0.475301	radar	3.27123	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.59375	17.076	4.96788	4.01988	0.468006	lidar	0.102218	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42657	16.9088	4.93505	4.02104	0.426367	radar	2.01162	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26094	16.7364	4.93067	4.0334	0.416192	lidar	0.50651	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08731	16.5414	4.93452	4.04049	0.389105	radar	5.04551	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93505	16.3118	4.96145	4.06971	0.399565	lidar	2.31021	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77478	16.1352	4.93888	4.07116	0.367655	radar	1.08973	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57234	15.9677	4.96193	4.06137	0.33442	lidar	1.78684	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.44953	15.7371	4.98739	4.10625	0.381827	radar	2.07201	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.27955	15.5211	5.0198	4.11743	0.371871	lidar	0.956639	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.12402	15.328	5.01477	4.1233	0.353407	radar	0.964029	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.91792	15.1132	5.07354	4.1176	0.324908	lidar	2.81202	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.768245	14.931	5.04	4.11517	0.292081	radar	2.31131	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.659308	14.715	5.02163	4.14277	0.30746	lidar	0.38612	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.550862	14.4744	5.04359	4.18225	0.346758	radar	1.80677	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.379128	14.2546	5.07964	4.18287	0.326664	lidar	1.08266	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.266829	14.0045	5.1257	4.22481	0.375346	radar	3.47677	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.239868	13.7535	5.08066	4.28316	0.422307	lidar	3.30053	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.141886	13.5118	5.10439	4.31468	0.443498	radar	1.16043	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0230035	13.2846	5.14253	4.30788	0.408142	lidar	1.75604	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.140787	13.065	5.12247	4.31151	0.380235	radar	0.951377	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.157439	12.8345	5.06583	4.36234	0.41995	lidar	3.0082	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.278084	12.6086	5.05024	4.35822	0.378453	radar	3.63454	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.397042	12.3732	5.06796	4.36264	0.360436	lidar	0.402886	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.524252	12.1636	5.04827	4.35244	0.319402	radar	3.84884	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.605298	11.9417	5.03058	4.36847	0.320025	lidar	0.509215	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.732921	11.7142	5.03472	4.36	0.285164	radar	2.83289	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.922581	11.4744	5.09321	4.32969	0.230192	lidar	4.19171	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.0331	11.2472	5.06778	4.32191	0.192618	radar	2.95783	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.20641	11.0217	5.10055	4.29691	0.151035	lidar	2.21961	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.2838	10.7763	5.11777	4.3259	0.189017	radar	1.33732	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.41066	10.5245	5.14972	4.32444	0.175921	lidar	1.00671	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.49308	10.2639	5.17955	4.34976	0.205481	radar	1.61371	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59574	10.0516	5.15614	4.35064	0.194852	lidar	1.81727	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68645	9.82047	5.14042	4.35583	0.185675	radar	0.455789	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76491	9.59752	5.11662	4.36671	0.187819	lidar	0.747305	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.86966	9.34816	5.14857	4.37543	0.195589	radar	2.61186	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.94784	9.05917	5.19223	4.39384	0.205134	lidar	4.30523	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.03732	8.83397	5.1629	4.39116	0.181334	radar	1.70462	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13303	8.58253	5.17779	4.39466	0.174596	lidar	0.203136	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.25735	8.33145	5.20596	4.38484	0.151563	radar	2.9662	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.30921	8.09439	5.17958	4.40411	0.165619	lidar	0.667389	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37824	7.87741	5.13903	4.40956	0.158776	radar	5.41327	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48919	7.62771	5.1625	4.40337	0.141969	lidar	0.715154	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.65225	7.39478	5.17319	4.36052	0.0643952	radar	5.7201	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75498	7.13964	5.19386	4.35944	0.0592397	lidar	0.408054	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81834	6.90298	5.18017	4.37826	0.0865823	radar	1.60242	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.86691	6.6886	5.12811	4.39331	0.0989109	lidar	2.51909	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.93902	6.46153	5.08923	4.38673	0.0667964	radar	4.25577	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.99495	6.22253	5.07288	4.39974	0.0777972	lidar	0.489024	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.10953	5.97755	5.10033	4.39128	0.0665964	radar	3.17671	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.1884	5.70659	5.13105	4.39836	0.0707927	lidar	1.60237	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.29751	5.46024	5.1381	4.37822	0.0257157	radar	2.22329	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39145	5.2013	5.16182	4.37755	0.0235594	lidar	0.565826	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45918	4.95464	5.15995	4.39092	0.0453719	radar	0.252268	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56855	4.68228	5.20753	4.38583	0.0376179	lidar	2.20026	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.6772	4.4313	5.21804	4.36603	-0.00610768	radar	2.26049	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.80569	4.16578	5.26535	4.35373	-0.0184537	lidar	2.80443	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.88772	3.92388	5.25811	4.36384	0.00589813	radar	1.13437	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.9624	3.68753	5.23653	4.36795	0.00941048	lidar	0.566298	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06752	3.47708	5.20071	4.34834	-0.0287936	radar	4.07502	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15875	3.23207	5.2024	4.34769	-0.0279177	lidar	0.0110891	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27314	2.98044	5.22425	4.33255	-0.0548426	radar	0.794835	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36115	2.70971	5.2525	4.33682	-0.0464054	lidar	1.40458	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44851	2.45967	5.25431	4.34198	-0.0322507	radar	0.19982	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55141	2.19796	5.28005	4.34072	-0.0306308	lidar	0.765106	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.6624	1.96545	5.27349	4.31497	-0.0863287	radar	3.98022	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77556	1.69707	5.31214	4.31193	-0.0827845	lidar	1.78692	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.8993	1.45018	5.3298	4.29384	-0.1114	radar	0.65431	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.9612	1.21007	5.29657	4.30124	-0.0996256	lidar	4.70837	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05889	0.987265	5.26497	4.29871	-0.0924136	radar	1.01471	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12204	0.749361	5.23497	4.30579	-0.0816257	lidar	3.94986	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21337	0.462861	5.28913	4.31037	-0.0767803	radar	5.30584	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.2893	0.219291	5.27322	4.31465	-0.0686815	lidar	1.49728	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39909	-0.0175559	5.26331	4.318	-0.0442209	radar	5.91906	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47108	-0.259852	5.24616	4.32424	-0.0355531	lidar	1.62655	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59311	-0.451294	5.1958	4.30145	-0.0669198	radar	4.00156	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.73144	-0.642183	5.1553	4.27685	-0.0939803	lidar	2.97305	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84619	-0.868059	5.16228	4.2553	-0.13565	radar	5.35866	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94057	-1.13105	5.19108	4.26252	-0.117418	lidar	1.26422	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02823	-1.39482	5.21575	4.27181	-0.0987059	radar	2.72159	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16716	-1.60392	5.19763	4.25164	-0.118086	lidar	1.13027	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31097	-1.83378	5.23252	4.21874	-0.177657	radar	4.17565	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41607	-2.08074	5.24318	4.22071	-0.163824	lidar	0.506399	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56824	-2.28543	5.22422	4.19821	-0.179983	radar	3.03301	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.7176	-2.49531	5.21474	4.17814	-0.194164	lidar	0.464814	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.87396	-2.7068	5.21635	4.15558	-0.213465	radar	1.11866	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96509	-2.97172	5.2421	4.17307	-0.177053	lidar	2.55242	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.0943	-3.19642	5.23232	4.16988	-0.164867	radar	0.237602	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21923	-3.39587	5.20021	4.15841	-0.17014	lidar	1.38299	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.365	-3.63952	5.22915	4.15428	-0.162951	radar	4.46175	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52528	-3.78705	5.16078	4.11777	-0.200974	lidar	4.88965	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67009	-3.99572	5.16075	4.10496	-0.207181	radar	0.469112	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82399	-4.22128	5.17929	4.09697	-0.203636	lidar	0.466583	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97496	-4.43859	5.18476	4.08927	-0.199311	radar	0.38374	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13533	-4.67301	5.21486	4.08393	-0.192654	lidar	1.22377	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27448	-4.88152	5.17778	4.0874	-0.164107	radar	2.58246	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.407	-5.10109	5.17695	4.08909	-0.151578	lidar	0.292467	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55311	-5.27703	5.11847	4.07995	-0.144829	radar	4.25826	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74515	-5.47329	5.13286	4.05591	-0.165818	lidar	1.6509	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90317	-5.67289	5.12216	4.04869	-0.161382	radar	0.409887	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.06179	-5.85994	5.1091	4.03629	-0.167064	lidar	0.215122	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19978	-6.02665	5.04244	4.03142	-0.155744	radar	6.85193	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.38334	-6.13424	4.9753	3.98801	-0.201657	lidar	5.66353	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55707	-6.31858	4.97399	3.97585	-0.202675	radar	0.878096	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69857	-6.52431	4.97772	3.98204	-0.182095	lidar	0.413258	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91972	-6.68196	5.00413	3.94246	-0.224164	radar	6.73298	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1246	-6.84196	5.00784	3.91486	-0.244634	lidar	0.587246	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3087	-7.00398	5.00863	3.89624	-0.254323	radar	1.07859	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5378	-7.17724	5.04357	3.86904	-0.271669	lidar	3.27948	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7435	-7.31905	5.04063	3.84086	-0.291034	radar	1.97408	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9884	-7.47442	5.07441	3.80756	-0.313591	lidar	3.33687	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1784	-7.61613	5.04609	3.79096	-0.314477	radar	1.31678	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3291	-7.77243	5.01029	3.79354	-0.292674	lidar	3.37928	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5259	-7.90053	4.98458	3.77184	-0.301643	radar	1.95718	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7091	-8.00622	4.94026	3.74772	-0.314194	lidar	3.46864	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9059	-8.12102	4.88888	3.72511	-0.322816	radar	2.27705	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1232	-8.21089	4.87007	3.68851	-0.348751	lidar	0.93229	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3467	-8.33619	4.91121	3.66799	-0.351284	radar	2.40799	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5521	-8.41652	4.87831	3.63613	-0.37001	lidar	2.15808	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7623	-8.50203	4.83293	3.60586	-0.387234	radar	2.04342	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0365	-8.58781	4.87443	3.56277	-0.414982	lidar	3.63007	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2823	-8.68594	4.91077	3.53837	-0.416507	radar	2.5978	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5049	-8.73223	4.88254	3.49896	-0.440424	lidar	2.08022	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7279	-8.77011	4.82783	3.45415	-0.475326	radar	4.0062	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9511	-8.88199	4.83906	3.44977	-0.451159	lidar	0.819086	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1968	-8.9734	4.89109	3.4394	-0.427816	radar	2.82671	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4174	-9.08555	4.89366	3.44001	-0.400968	lidar	0.655534	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6478	-9.15544	4.88331	3.41954	-0.403379	radar	0.252801	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9295	-9.15189	4.91012	3.35996	-0.450022	lidar	1.89896	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1847	-9.22605	4.93705	3.3467	-0.436543	radar	4.50995	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4439	-9.34232	4.97431	3.35344	-0.400511	lidar	5.3524	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6898	-9.37013	4.95048	3.31687	-0.428572	radar	1.94799	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9444	-9.45569	4.97222	3.31458	-0.404639	lidar	2.15102	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1974	-9.46331	4.96241	3.27431	-0.433943	radar	2.28441	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4491	-9.4571	4.9629	3.23524	-0.454766	lidar	0.498464	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6728	-9.45279	4.92349	3.19967	-0.476868	radar	5.21599	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9519	-9.44028	4.95862	3.16156	-0.492283	lidar	1.41163	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2019	-9.50171	4.97571	3.16924	-0.446719	radar	7.91485	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4607	-9.52074	4.98809	3.15296	-0.438997	lidar	0.519494	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7185	-9.50929	4.98904	3.12099	-0.456169	radar	1.69748	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9728	-9.47717	4.99546	3.08695	-0.469116	lidar	0.188328	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2188	-9.43701	4.98321	3.04728	-0.496124	radar	0.710858	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.427	-9.48062	4.93342	3.05536	-0.45991	lidar	2.41936	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6641	-9.46685	4.93099	3.04169	-0.443201	radar	1.68353	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.912	-9.46005	4.93189	3.02869	-0.432434	lidar	0.273311	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1433	-9.4206	4.92428	3.00658	-0.428766	radar	3.96971	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3862	-9.30336	4.93812	2.9489	-0.470501	lidar	2.94794	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6212	-9.2246	4.9275	2.90579	-0.502903	radar	1.13575	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8692	-9.10464	4.9523	2.85481	-0.531714	lidar	1.25001	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1056	-9.00408	4.96107	2.81728	-0.542584	radar	4.93456	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2925	-9.12208	4.8475	2.87344	-0.453118	lidar	15.2776	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.532	-9.07783	4.85098	2.86367	-0.434358	radar	1.53298	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7519	-8.98495	4.84588	2.831	-0.447168	lidar	0.719175	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9932	-8.9026	4.85776	2.80444	-0.455119	radar	2.35999	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1918	-8.83349	4.82036	2.78503	-0.452996	lidar	1.56762	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4249	-8.74303	4.82676	2.75741	-0.464194	radar	1.8513	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6222	-8.71543	4.77089	2.7588	-0.43864	lidar	2.30922	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8162	-8.56389	4.75282	2.69191	-0.51477	radar	6.70321	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0196	-8.49018	4.72766	2.67835	-0.502029	lidar	0.493528	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2295	-8.37946	4.73422	2.65834	-0.487448	radar	1.89817	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4569	-8.28838	4.74282	2.64519	-0.474399	lidar	1.07184	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6502	-8.16593	4.72884	2.61175	-0.492881	radar	1.04072	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8755	-7.94229	4.81104	2.55084	-0.529728	lidar	5.11356	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0666	-7.79007	4.80479	2.50214	-0.576224	radar	3.53489	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2888	-7.62185	4.85004	2.47061	-0.576856	lidar	2.0471	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4883	-7.48371	4.85728	2.46233	-0.535404	radar	1.75698	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6557	-7.33744	4.83305	2.4349	-0.537491	lidar	0.71832	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8458	-7.17924	4.84242	2.41469	-0.523028	radar	0.90743	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0117	-7.07811	4.78481	2.4068	-0.506467	lidar	2.28458	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1787	-6.89568	4.79041	2.36823	-0.527743	radar	1.93098	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
